title,id
Sacco & Vanzetti,48211
Taffin,28975
Arthur,13665
Bachelor Party,12309
Parenthood,1552
Predator,106
The Prince of Tides,10333
The Postman Always Rings Twice,11027
Smoking / No Smoking,61560
All the Vermeers in New York,123757
An Actor's Revenge,27197
28 Days,10468
American Psycho,1359
Keeping the Faith,4967
Where the Money is,31776
East Is East,10557
The Filth and the Fury,27745
Passion of Mind,19214
Third World Cop,46686
Coming Apart,71402
Diner,13776
Shakes the Clown,26291
Cabaret,10784
What Ever Happened to Baby Jane?,10242
Prick Up Your Ears,27857
Auntie Mame,16347
Guys and Dolls,4825
The Hunger,11654
Marathon Man,10518
Caddyshack,11977
Gossip,18041
Love & Basketball,14736
U-571,3536
The Virgin Suicides,1443
Jennifer Eight,10424
The Law,80677
Limelight,28971
Empire of Passion,49096
Stacy's Knights,310431
Committed,40562
The Crow: Salvation,9456
The Flintstones in Viva Rock Vegas,889
Where the Heart Is,10564
The Big Kahuna,15723
Bossa Nova,19600
Smiling Fish & Goat On Fire,125537
The Idiots,452
The Last September,68170
Timecode,36234
Carnosaur,39283
Carnosaur 2,65460
Carnosaur 3: Primal Species,55667
Defying Gravity,31978
The Hidden,12476
Two Moon Junction,5241
Gladiator,98
I Dreamed of Africa,21311
Up at the Villa,47724
Human Traffic,11129
"Jails, Hospitals & Hip-Hop",94214
Black Tights,117781
Breathless,1058
The Great Locomotive Chase,37112
The Idolmaker,42159
Inferno,16395
The King of Marvin Gardens,50627
"The Nibelungs, Tale 1: Siegfried",5608
The Lords of Flatbush,38925
Mr. Mom,13105
Time Masters,22501
Battlefield Earth,5491
Center Stage,10560
Held Up,19489
Screwed,19419
Whipped,23531
Hamlet,10688
Anchors Aweigh,17889
Blue Hawaii,18228
The Castaway Cowboy,80351
G.I. Blues,18642
The Gay Deceivers,205054
Gypsy,39391
King Creole,18644
On the Town,31516
One Little Indian,45827
Pee-wee's Big Adventure,5683
Regret to Inform,113279
Roustabout,2094
Saludos Amigos,14906
The Slipper and the Rose,16176
Things Change,52770
Honeymoon in Vegas,12518
Dinosaur,10567
Loser,10642
Road Trip,9285
Small Time Crooks,10569
The Hollywood Knights,21879
The Myth Of Fingerprints,98502
Possession,21484
The Twelve Chairs,24918
Mission: Impossible II,955
Shanghai Noon,8584
Better Living Through Circuitry,47295
8 ½ Women,11332
Carnival of Souls,16093
Flying Tigers,29372
The Gold Rush,962
Lisa and the Devil,5483
It's in the Water,21060
Monsieur Verdoux,30588
On Her Majesty's Secret Service,668
Seven Days in May,23518
The Spy Who Loved Me,691
Those Who Love Me Can Take the Train,31353
Vagabond,44018
Moonraker,698
The Man with the Golden Gun,682
A King in New York,28973
A Woman of Paris,28974
In Old California,40685
The Fighting Seabees,22994
Dark Command,40639
Cléo from 5 to 7,499
Big Momma's House,9600
Running Free,120077
The Abominable Snowman,38006
American Gigolo,2768
Anguish,42002
The Blood Spattered Bride,40365
City of the Living Dead,24920
The Endless Summer,21
The Guns of Navarone,10911
La Grande Bouffe,10102
Lured,30308
Pandora and the Flying Dutchman,38688
Quatermass and the Pit,26912
Quatermass II,26278
Puppet Master,26953
Puppet Master II,26954
Puppet Master III Toulon's Revenge,26956
Puppet Master 4,26957
Puppet Master 5: The Final Chapter,26958
Curse of the Puppet Master,26959
Retro Puppet Master,26960
Rent-a-Cop,80287
Romeo and Juliet,6003
Stay Tuned,23939
The Story of G.I. Joe,46614
Blazing Saddles,11072
Benji,23069
Benji the Hunted,21299
For the Love of Benji,38802
White Christmas,13368
Eraserhead,985
Baraka,14002
The Man with the Golden Arm,541
The Decline of Western Civilization,21137
The Decline of Western Civilization Part II: The Metal Years,36724
For a Few Dollars More,938
Magnum Force,10648
Blood Simple,11368
The Fabulous Baker Boys,10875
Prizzi's Honor,2075
Flatliners,1551
Gandahar,22500
Porky's,10246
Porky's II: The Next Day,19698
Porky's 3: Revenge,23919
Private School,18835
Class of Nuke 'Em High,26554
The Toxic Avenger,15239
The Toxic Avenger Part II,28165
The Toxic Avenger Part III: The Last Temptation of Toxie,28169
Night of the Creeps,15762
Predator 2,169
The Running Man,865
Starman,9663
The Brother from Another Planet,26889
Alien Nation,10128
Mad Max,9659
Mad Max 2: The Road Warrior,8810
Mad Max Beyond Thunderdome,9355
Bird on a Wire,1727
Angel Heart,635
Nine 1/2 Weeks,10068
Firestarter,11495
Sleepwalkers,11428
Action Jackson,10117
Sarafina!,35936
Soapdish,25562
The Long Walk Home,51763
Clara's Heart,73079
Burglar,38921
Fatal Beauty,35463
Gone in Sixty Seconds,9679
American Pimp,24587
Love's Labour's Lost,51333
Sunshine,17771
Trixie,31610
American Virgin,60005
Hamlet,10264
Coming Home,31657
American Pop,29204
Assault on Precinct 13,17814
Near Dark,11879
One False Move,21128
Shaft,482
The Conversation,592
Cutter's Way,31593
The Fury,12611
The Paper Chase,14328
Prince of the City,32047
Serpico,9040
Ace in the Hole,25364
Lonely Are the Brave,43002
The Sugarland Express,5121
Trouble in Paradise,195
Big Trouble in Little China,6978
Badlands,3133
Battleship Potemkin,643
Boys and Girls,10571
Shaft,479
Titan A.E.,7450
Butterfly,31023
Jesus' Son,25636
The Match,41160
Time Regained,47439
Boricua's Bond,207731
Chicken Run,7443
"Me, Myself & Irene",2123
The Patriot,2024
The Adventures of Rocky & Bullwinkle,17711
The Perfect Storm,2133
The Golden Bowl,29946
Asylum,25993
Communion,28774
Fun & Fancy Free,46929
The Kentucky Fried Movie,11598
Bound by Honor,9702
Daughter of Dr. Jekyll,117026
F/X,9873
F/X2,16820
The Hot Spot,14864
Missing in Action,15379
Missing in Action 2: The Beginning,12764
Braddock: Missing in Action III,27352
Thunderbolt and Lightfoot,8348
Dreamscape,24099
The Golden Voyage of Sinbad,17897
Hatchet for the Honeymoon,28050
House Party,16094
House Party 2,16096
Make Mine Music,20343
Melody Time,13757
Nekromantik,11822
On Our Merry Way,90980
Project Moon Base,26270
Rocketship X-M,37744
Shaft in Africa,494
Shaft's Big Score!,493
Croupier,12706
The Kid,4244
Scary Movie,4247
But I'm a Cheerleader,20770
Shower,1050
Blow-Up,1052
The Pawnbroker,20540
Groove,23655
Footloose,1788
Duel in the Sun,32275
X-Men,36657
Chuck & Buck,44490
The Five Senses,47585
The Wisdom of Crocodiles,1448
The In Crowd,36047
What Lies Beneath,2655
Pokémon: The Movie 2000,12599
Criminal Lovers,33828
Anatomy of a Murder,93
Freejack,9278
Greaser's Palace,90715
H.O.T.S.,59181
Knightriders,22167
Mackenna's Gold,18118
Sinbad and the Eye of the Tiger,11940
Two Women,24167
What About Bob?,10276
White Sands,19380
Breaker Morant,13783
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,11624
Interiors,15867
Love and Death,11686
The Official Story,29263
The Other Side of Sunday,46754
Pot o' Gold,18702
Tampopo,11830
Thomas and the Magic Railroad,16110
Nutty Professor II: The Klumps,12107
The Girl on the Bridge,10401
Wonderland,32640
Autumn in New York,10641
Coyote Ugly,6282
Hollow Man,9383
Space Cowboys,5551
Better Living,277726
Mad About Mambo,43079
Psycho Beach Party,27723
Saving Grace,2360
Black Sabbath,28043
The Brain That Wouldn't Die,33468
Bronco Billy,21866
The Crush,33408
Kelly's Heroes,11589
Phantasm II,15158
Phantasm III: Lord of the Dead,16139
Phantasm IV: Oblivion,16146
Pumpkinhead,26515
Air America,11856
Sleepaway Camp,13567
Steel Magnolias,10860
...And God Created Woman,8420
Easy Money,18391
Ilsa: She Wolf of the SS,20850
Silent Fall,39473
The Spiral Staircase,27452
What Ever Happened to Aunt Alice?,77571
Margaret Cho: I'm the One That I Want,38548
The Tao of Steve,20438
The Tic Code,274868
Aimee & Jaguar,2211
An Affair of Love,46991
The Autumn Heart,201581
Bless the Child,10391
Cecil B. Demented,14195
The Eyes of Tammy Faye,15665
The Opportunists,45905
The Replacements,10393
About Adam,18168
The Cell,8843
Godzilla 2000,10643
The Original Kings of Comedy,23618
Sunset Strip,117262
All the Rage,30946
The Naked Gun: From the Files of Police Squad!,37136
The Naked Gun 2½: The Smell of Fear,37137
Our Town,23283
Shane,3110
"Suddenly, Last Summer",14698
Cat Ballou,11694
A Couch in New York,47434
The Devil Rides Out,39891
Jerry and Tom,76891
Supergirl,9651
X: The Unknown,26865
The Art of War,11398
The Ballad of Ramblin' Jack,161687
Phish: Bittersweet Motel,26244
Bring It On,1588
Catfish in Black Bean Sauce,287821
The Crew,19150
Love & Sex,25128
Steal This Movie,18153
Went to Coney Island on a Mission from God... Be Back by Five,30910
Skipped Parts,41282
Highlander: Endgame,12211
Backstage,137236
Turn It Up,9995
Anatomy,1698
Nurse Betty,10480
Alone,80713
The Watcher,10685
The Way of the Gun,1619
Almost Famous,786
Bait,14805
Circus,51179
Crime + Punishment in Suburbia,46119
Duets,18074
Goya in Bordeaux,170767
Urbania,77332
Uninvited Guest,27665
The Specials,29015
Under Suspicion,10562
Prince of Central Park,201724
Urban Legends: Final Cut,12212
Woman on Top,14629
Dancer in the Dark,16
Best in Show,13785
Beautiful,34299
Barenaked in America,15752
The Broken Hearts Club: A Romantic Comedy,22597
Girlfight,19348
Remember the Titans,10637
Hellraiser,9003
Hellbound: Hellraiser II,9064
Hellraiser III: Hell on Earth,11569
"Faraway, So Close!",10434
Beach Party,26484
Bikini Beach,39113
Return of the Fly,38126
Pajama Party,53617
Stranger Than Paradise,469
Voyage to the Bottom of the Sea,2160
Fantastic Voyage,2161
Abbott and Costello Meet Frankenstein,3073
The Bank Dick,911
Creature from the Black Lagoon,10973
The Giant Gila Monster,34077
The Invisible Man,10787
The Killer Shrews,43109
Kronos,43230
Phantom of the Opera,15855
Runaway,9507
The Slumber Party Massacre,27475
Slumber Party Massacre II,27764
Slumber Party Massacre III,27767
Sorority House Massacre,40760
Sorority House Massacre II,40446
Bamboozled,24664
Bootmen,21370
Digimon: The Movie,20455
Get Carter,10461
Get Carter,1485
Meet the Parents,1597
Requiem for a Dream,641
Tigerland,10687
Two Family House,63956
The Contender,6521
Dr. T and the Women,10763
Just Looking,100975
The Ladies Man,16888
Lost Souls,10383
Billy Jack,21142
Billy Jack Goes to Washington,78140
The Time Machine,2134
Haunted,18801
Ghoulies,18498
Ghoulies II,28605
The Unsinkable Molly Brown,42797
The Adventures of Ichabod and Mr. Toad,13465
The Strange Love of Martha Ivers,27033
Detour,20367
Billy Elliot,71
Bedazzled,1636
Pay It Forward,10647
The Beyond,19204
The Private Eyes,13762
The Legend of Drunken Master,12207
Book of Shadows: Blair Witch 2,11531
The Little Vampire,24100
Lucky Numbers,10783
Stardom,47302
Charlie's Angels,4327
The Legend of Bagger Vance,4958
Little Nicky,9678
Men of Honor,11978
Red Planet,8870
What's Cooking?,77434
You Can Count on Me,14295
Diamonds Are Forever,681
The Eagle Has Landed,11372
The 6th Day,8452
Bounce,10862
How the Grinch Stole Christmas,8871
One Day in September,34045
Rugrats in Paris: The Movie,16340
102 Dalmatians,10481
Malena,10867
Quills,10876
Unbreakable,9741
Boys Life 3,79920
"Crouching Tiger, Hidden Dragon",146
Dungeons & Dragons,11849
Proof of Life,11983
Vertical Limit,11678
The Bounty,2669
Code of Silence,20721
"Planes, Trains and Automobiles",2609
She's Having a Baby,12714
Secrets of the Heart,92603
The Living Daylights,708
The Transformers: The Movie,1857
Wall Street,10673
Born on the Fourth of July,2604
Talk Radio,10132
Brewster's Millions,11064
Snatch,107
Punchline,40820
Mr Accident,37716
Chocolat,392
"Dude, Where’s My Car?",8859
The Emperor's New Groove,11688
Pollock,12509
What Women Want,3981
Finding Forrester,711
The Gift,2046
Before Night Falls,5001
Cast Away,8358
The Family Man,5994
The House of Mirth,25520
Miss Congeniality,1493
Nowhere to Hide,25660
"O Brother, Where Art Thou?",134
Songcatcher,62677
State and Main,21991
Dracula 2000,10577
All the Pretty Horses,21355
An Everlasting Piece,29122
Thirteen Days,11973
Traffic,1900
The Claim,44853
Shadow of the Vampire,10873
House of Games,26719
Kill Me Again,31583
Annie,15739
Don't Tell Mom the Babysitter's Dead,15413
An Officer and a Gentleman,2623
The Alamo,11209
At Close Range,13715
Breaker! Breaker!,19108
Breakheart Pass,8043
Friendly Persuasion,43258
Gettysburg,10655
Imaginary Crimes,75490
Rancho Deluxe,42261
The St  Francisville Experiment,34794
Antitrust,9989
Double Take,18828
Save the Last Dance,9816
Panic,20637
The Pledge,5955
Kids World,125498
The Personals,77825
The Amati Girls,220976
Love Field,66599
The Man in the Moon,17474
Mystic Pizza,11191
Prelude to a Kiss,2613
Coffy,22021
Foxy Brown,22048
I'm Gonna Git You Sucka,17006
Untamed Heart,26333
Sugar & Spice,16723
The Wedding Planner,2018
Amy,31768
Dog Run,287991
Faithless,47595
The Invisible Circus,18856
The Legend of Rita,10499
A Monkey's Tale,37949
Two Ninas,83500
"Harry, He's Here To Help",47943
Amazing Grace and Chuck,74340
Amazon Women on the Moon,5709
Baby Boom,11215
Back to the Beach,26477
Barfly,10937
Best Seller,4639
Beverly Hills Cop II,96
Beverly Hills Cop,90
The Big Easy,11028
Big Shots,57240
The Big Town,67307
Born in East L.A.,19324
The Brave Little Toaster,19933
Can't Buy Me Love,12919
Cherry 2000,15785
Cop,31701
Critical Condition,31563
Cry Freedom,12506
Curse,89992
Dead of Winter,70199
The Dead,39507
Death Before Dishonor,62185
Disorderlies,24826
Dogs in Space,30994
Eddie Murphy Raw,17159
Empire of the Sun,10110
Ernest Goes to Camp,18935
The Evil Dead,764
Extreme Prejudice,20287
Family Viewing,26964
Five Corners,71881
Flowers in the Attic,15658
The Fourth Protocol,4918
Gardens of Stone,28368
Julia and Julia,58084
The Glass Menagerie,52780
"Good Morning, Babylon",48149
Hiding Out,26156
Hollywood Shuffle,34101
Hope and Glory,32054
Hot Pursuit,14464
Housekeeping,65501
Hunk,32227
Innerspace,2614
Ironweed,40962
Ishtar,12704
Jaws: The Revenge,580
Leonard Part 6,24828
Less Than Zero,13703
Like Father Like Son,36914
The Lost Boys,1547
Made in Heaven,42010
Maid to Order,2608
Making Mr. Right,32058
Mannequin,10019
Masters of the Universe,11649
Million Dollar Mystery,84499
The Monster Squad,13509
A Month in the Country,63639
Morgan Stewart's Coming Home,30175
My Demon Lover,51521
No Man's Land,34379
North Shore,22915
Head Over Heels,24940
Left Behind,37302
Valentine,10984
In the Mood for Love,843
Fever,121091
The Million Dollar Hotel,318
Nico and Dani,12806
Hannibal,9740
Saving Silverman,10878
Signs & Wonders,47588
The Taste of Others,10697
Vatel,7093
Down to Earth,16300
Recess: School's Out,19405
Sweet November,1921
Company Man,44412
The Price of Milk,21620
Monkeybone,23685
3000 Miles to Graceland,12138
The Widow of Saint-Pierre,48217
The Mexican,6073
See Spot Run,39180
Carman: The Champion,35569
The Caveman's Valentine,25208
"Me, You, Them",82103
Series 7: The Contenders,19513
15 Minutes,2749
Get Over It,10050
Blow Dry,17203
Hit and Runway,168485
Long Night's Journey Into Day,95682
Simon Magus,54968
When Brendan Met Trudy,49929
Avalon,2302
Gray's Anatomy,32686
Madadayo,13889
The Mirror Crack'd,6028
Of Mice and Men,51802
Pixote,42148
Reform School Girls,29492
Tapeheads,25447
Tuff Turf,28410
The Unbelievable Truth,38545
The Bishop's Wife,19490
Elvis That's the Way It Is,31151
The Fortune Cookie,1888
Lilies of the Field,38805
Hans Christian Andersen,16618
The Greatest Story Ever Told,2428
Elmer Gantry,22013
Alfie,15598
Demetrius and the Gladiators,43332
The Fantasticks,62127
I Know Where I'm Going!,56137
The Abominable Dr. Phibes,17965
"Die, Monster, Die!",29067
Real Life,33250
Battle Beyond the Stars,14460
Death Warrant,17466
Double Impact,9594
The End,35976
Fuzz,4986
Harley Davidson and the Marlboro Man,2453
Losin' It,33676
Mermaids,4587
The Mighty Quinn,31004
Unmade Beds,125099
Rated X,27859
Manhunter,11454
Reversal of Fortune,38718
Death on the Nile,4192
DeepStar Six,11607
Revenge of the Nerds,14052
Revenge of the Nerds II: Nerds in Paradise,16889
Longtime Companion,39934
4 Little Girls,26580
River's Edge,21309
Girls Just Want to Have Fun,16263
The Longest Yard,4985
Necessary Roughness,20704
C.H.U.D.,23730
Enemy at the Gates,853
Exit Wounds,10877
The Dish,5257
Memento,77
The Brothers,20322
Heartbreakers,10833
Say It Isn't So,20309
Too Much Sleep,125093
Someone Like You...,12658
Spy Kids,10054
Tomcats,10646
The Tailor of Panama,2575
Amores perros,55
Keep the River on Your Right: A Modern Cannibal Tale,65075
The Gleaners & I,44379
Along Came a Spider,2043
Blow,4133
Just Visiting,56715
Pokémon: Spell of the Unknown,10991
Beautiful Creatures,15940
Brigham City,26791
The Day I Became a Woman,44069
Shadow Magic,68894
Bridget Jones's Diary,634
Joe Dirt,10956
Josie and the Pussycats,19366
Kingdom Come,136558
The Body,28308
Chopper,9519
The Circle,13898
Lakeboat,196280
Crocodile Dundee in Los Angeles,9290
Freddy Got Fingered,13166
The Center of the World,32590
The Girl,109472
The Low Down,153141
The Luzhin Defence,52654
The Visit,70282
Lilies,47643
Scarface,111
Days of Wine and Roses,32488
Driven,10477
The Forsaken,12484
One Night at McCool's,2144
Town & Country,24113
Rat,118052
The Mummy Returns,1734
Eureka,38047
Tuvalu,8076
Under the Sand,4973
Cleopatra,8095
Krull,849
Lost in America,27223
The Lost World,2981
Triumph of the Will,39266
True Believer,31863
The World According to Garp,11307
Candy,46498
Fellini Satyricon,11163
Roma,11035
Frankie and Johnny,18691
Frankie and Johnny,3784
A Home of Our Own,78133
Paris When It Sizzles,22829
Pola X,35717
City of Women,11936
For the Boys,25221
Nine to Five,19494
Norma Rae,40842
Summer Rental,19357
"The 5,000 Fingers of Dr. T.",33743
Catchfire,32924
Love Story,9062
Pelle the Conqueror,11174
Rififi,934
A Knight's Tale,9476
Bread and Roses,37691
Calle 54,115810
The King Is Alive,10613
Sordid Lives,19094
Startup.com,14268
Angel Eyes,5852
Shrek,808
Fast Food Fast Women,49453
Moulin Rouge!,824
Little Brothers,37558
Pearl Harbor,676
Bloody Angels,88727
Himalaya,26813
The Man Who Cried,29572
Our Song,48109
Gabriela,291675
Ice Castles,50541
Love Potion No. 9,26255
Postcards from the Edge,22414
Apache,43329
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",42233
City Slickers,1406
Eight Men Out,13554
The Horse Soldiers,17664
The Kentuckian,66035
La Notte,41050
Mississippi Burning,1632
The Magnificent Seven,966
Return of the Seven,12639
Rio Bravo,301
The Scarlet Empress,31527
Semi-Tough,4988
Suspect,12623
Throw Momma from the Train,11896
Yi Yi,25538
Midnight Madness,17971
Nightwatch,6498
The Sand Pebbles,5923
Twelve O'Clock High,15497
Von Ryan's Express,21876
The Animal,11090
What's the Worst That Could Happen?,14034
Big Eden,21056
Evolution,9397
Swordfish,9705
The Anniversary Party,26475
Bride of the Wind,56934
Divided We Fall,29937
Whatever Happened to Harold Smith?,49922
Catch-22,10364
Forgotten Silver,32458
Point Break,1089
Shag,38043
Uncommon Valor,9967
Unlawful Entry,17494
Youngblood,17465
Gentlemen Prefer Blondes,759
How to Marry a Millionaire,10297
Macabre,29393
The Seven Year Itch,10653
There's No Business Like Show Business,21468
Tootsie,9576
The Boys Next Door,22323
Too Late the Hero,31935
The Trio,126881
Pavilion of Women,52616
Atlantis: The Lost Empire,10865
Lara Croft: Tomb Raider,1995
Dr. Dolittle 2,10808
The Fast and the Furious,9799
A.I. Artificial Intelligence,644
Baby Boy,16161
Crazy/Beautiful,10691
Pootie Tang,10615
Snow days,47596
Funny Felix,21488
Down from the Mountain,59733
Russian Doll,271462
Sexy Beast,11826
"South of Heaven, West of Hell",24470
The Princess and the Warrior,9301
The Closet,11444
Wolves,15564
The Crimson Rivers,60670
Lumumba,55551
Pandaemonium,40880
Cats & Dogs,10992
Kiss of the Dragon,2140
Scary Movie 2,4248
Lost and Delirious,17612
Baise-moi,3134
The Vertical Ray of the Sun,34899
Alice,8217
Another Woman,22478
Beach Blanket Bingo,26483
Big Deal on Madonna Street,24382
The Cannonball Run,11286
Cannonball Run II,11950
Speed Zone,12236
Diary of a Chambermaid,36245
Donovan's Brain,43342
Donovan's Reef,15875
Dr. Goldfoot and the Bikini Machine,26573
House of Usher,23439
Faust,10728
The Last Laugh,5991
The Man Who Shot Liberty Valance,11697
Salvador,6106
September,22477
Shadows and Fog,19200
Something Wild,11300
The Sons of Katie Elder,16211
The Thing with Two Heads,28650
Village of the Giants,42780
X: The Man with the X-Ray Eyes,32569
Nice Dreams,20075
The Day the Earth Caught Fire,28430
The House by the Cemetery,28794
Things Are Tough All Over,20197
All That Heaven Allows,43316
The Barefoot Contessa,34689
The Blackout,25690
Cries and Whispers,10238
The Entertainer,18929
The Garden of the Finzi-Continis,4789
Howling III: The Marsupials,32595
Kiss Me Deadly,18030
The Lion in Winter,18988
The Misfits,11536
Moby Dick,10339
Popcorn,39875
Rembrandt,50031
Sweet Smell of Success,976
Written on the Wind,69605
The 10th Victim,65632
Colonel Redl,29471
Obsession,4780
Suspiria,11906
Fist of Fury,11713
Christiane F.,9589
The Big Boss,12481
Game of Death,13333
The Last Dragon,13938
Outland,10540
The Way of the Dragon,9462
T-Rex: Back to the Cretaceous,82623
Final Fantasy: The Spirits Within,2114
Legally Blonde,8835
The Score,11371
Adanggaman,78248
Bully,9517
Jump Tomorrow,25985
Made,15745
Michael Jordan to the Max,24977
More,36107
Thrill Ride: The Science of Fun,113271
Haunted Castle,58904
All Access: Front Row. Backstage. Live!,103489
Africa: The Serengeti,13794
Alaska: Spirit of the Wild,13795
Encounter in the Third Dimension,103488
Siegfried & Roy: The Magic Box,73482
18 Again!,38965
1969,47817
The Accidental Tourist,31052
The Accused,10868
Above the Law,9395
The Adventures of Baron Munchausen,14506
Apartment Zero,5333
Appointment with Death,4281
Ariel,2
Arthur 2: On the Rocks,26044
Bad Dreams,59797
Bat*21,14911
Beaches,15592
The Beast of War,15267
Big Business,12710
Big Top Pee-wee,30502
Biloxi Blues,19382
Bird,24679
The Blob,9599
The Boost,94440
"Bright Lights, Big City",17170
Caddyshack II,18509
Camille Claudel 1915,110428
Casual Sex?,34604
Clean and Sober,14441
Cocktail,7520
Colors,10126
Coming to America,9602
The Couch Trip,23752
Criminal Law,41952
Critters,3980
Critters 2,10127
Critters 3,12702
Crossing Delancey,27397
D.O.A.,9748
Dead Heat,40095
The Dead Pool,10651
Dirty Rotten Scoundrels,10141
Drowning by Numbers,27362
"Elvira, Mistress of the Dark",5680
Ernest Saves Christmas,26386
Everybody's All-American,34053
Feds,25884
For Keeps,26355
Frantic,10675
Fresh Horses,38982
Gorillas in the Mist,10130
The Great Outdoors,2617
Heartbreak Hotel,38615
High Spirits,21362
Hot to Trot,30690
The House on Carroll Street,75889
Howling IV: The Original Nightmare,38500
Imagine: John Lennon,26723
Johnny Be Good,20443
Lady in White,49365
The Lair of the White Worm,11347
The Land Before Time,12144
License to Drive,13704
Little Nikita,12505
Masquerade,41963
The Milagro Beanfield War,13482
Moon Over Parador,34014
Moving,29739
My Stepmother is an Alien,12120
A Night in the Life of Jimmy Reardon,47818
Off Limits,38617
Bagdad Cafe,3543
Permanent Record,51321
Red Heat,9604
Return of the Living Dead Part II,24929
The Return of the Living Dead,10925
Return to Snowy River,13965
The Man from Snowy River,24266
Rocket Gibraltar,58434
Running on Empty,18197
Salome's Last Dance,70842
Salsa,38909
Satisfaction,17126
The Serpent and the Rainbow,11503
Shakedown,38558
Shoot to Kill,9717
Short Circuit 2,11966
Short Circuit,2605
The Vanishing,8740
Stormy Monday,25497
Sunset,38560
Sweet Hearts Dance,50203
Switching Channels,26798
The Telephone,91445
Tetsuo: The Iron Man,41428
They Live,8337
To Kill a Priest,47493
Torch Song Trilogy,8463
Track 29,41974
Tucker: The Man and His Dream,28176
Twins,9493
Vice Versa,26603
Watchers,33172
Waxwork,29095
Without a Clue,12582
Young Einstein,10001
Always,11352
American Ninja,12500
American Ninja 2: The Confrontation,25678
American Ninja 3: Blood Hunt,25682
Best of the Best 2,32049
The Big Picture,45225
Bill & Ted's Excellent Adventure,1648
Black Rain,4105
Blaze,22711
Blind Fury,19124
Breaking In,69828
C.H.U.D. II: Bud the Chud,53150
Casualties of War,10142
Chances Are,3064
Cookie,86093
Cyborg,10134
Dad,21291
Dead Bang,4925
Disorganized Crime,30352
Dream a Little Dream,15142
The Dream Team,14550
A Dry White Season,32075
Earth Girls Are Easy,2210
Eddie and the Cruisers II: Eddie Lives!,25005
Eddie and the Cruisers,21721
Enemies: A Love Story,116014
Erik the Viking,11828
The Experts,55699
Family Business,10551
Farewell to the King,20713
Fat Man and Little Boy,27461
The Girl in a Swing,41969
Gleaming the Cube,1380
Going Overboard,19157
Great Balls of Fire!,11465
Gross Anatomy,17190
Happy Together,55059
Harlem Nights,9085
Her Alibi,17819
Homer and Eddie,46786
How to Get Ahead in Advertising,14776
Immediate Family,59585
In Country,32855
An Innocent Man,29185
Jacknife,39787
The January Man,32059
Johnny Handsome,505
Jesus of Montreal,4486
K-9,10345
Kickboxer,10222
Last Exit to Brooklyn,12774
Lean On Me,14621
Let It Ride,19118
Leviathan,14372
Little Monsters,15138
Lock Up,9972
Look Who's Talking,9494
Loverboy,17362
Major League,9942
Meet the Feebles,8216
Millennium,4296
Miracle Mile,24739
Miss Firecracker,39197
New York Stories,9686
Next of Kin,27418
No Holds Barred,39002
Old Gringo,43345
The Package,31606
Parents,27607
Penn & Teller Get Killed,37146
Pink Cadillac,20006
The Punisher,8867
Red Scorpion,12663
Jurassic Park III,331
America's Sweethearts,11467
Brother,327
Ghost World,1548
Hedwig and the Angry Inch,13403
Planet of the Apes,869
Bread and Tulips,552
Cure,36095
Greenfingers,33379
Jackpot,196859
The Monkey's Mask,47574
Wet Hot American Summer,2171
Relentless,87462
Renegades,20307
The Return of Swamp Thing,19142
The Return of the Musketeers,41946
Road House,10135
Romero,32767
Rosalie Goes Shopping,56162
Rude Awakening,24254
Santa Sangre,19236
Scandal,32261
Scenes from the Class Struggle in Beverly Hills,60276
Sea of Love,12150
"See No Evil, Hear No Evil",11185
She's Out of Control,47045
Shirley Valentine,18683
Shocker,12521
Skin Deep,12478
Slaves of New York,49788
Some Girls,31083
Stepfather II: Make Room For Daddy,30666
The Stepfather,25155
Sweetie,65015
The Tall Guy,24077
Tango & Cash,9618
Tap,16560
Three Fugitives,31608
Troop Beverly Hills,22102
Turner & Hooch,6951
UHF,11959
Uncle Buck,2616
Vampire's Kiss,7091
The War of the Roses,249
Warlock,11342
The Wizard,183
Worth Winning,32330
Warlock: The Armageddon,24126
Weekend at Bernie's II,8494
Billy Liar,26535
Black Robe,41784
The Cat o' Nine Tails,27431
The Cotton Club,2148
Def-Con 4,42033
The Hotel New Hampshire,11308
Idiot Box,23239
Left Luggage,53119
Who'll Stop the Rain,31941
"Zorro, The Gay Blade",19317
Basket Case,27813
Orphans,57745
Original Sin,2057
The Princess Diaries,9880
Rush Hour 2,5175
Thomas in Love,21596
Chocolat,41951
Hatari!,11385
La Cage aux folles,4484
La Cage aux folles II,11684
Liebestraum,44414
Marat/Sade,44258
Paint Your Wagon,20391
The Shootist,12584
Theremin: An Electronic Odyssey,70042
The Wild Child,1627
Altered States,11542
Any Which Way You Can,17169
The Awakening,39176
Bad Timing,33214
The Big Brawl,19267
American Pie 2,2770
Osmosis Jones,12610
The Others,1933
American Outlaws,13496
All Over the Guy,21055
The Deep End,24936
On the Edge,80070
Session 9,10972
The Turandot Project,207541
Captain Corelli's Mandolin,1722
Rat Race,9896
Aberdeen,26665
Innocence,125707
Bubble Boy,9683
The Curse of the Jade Scorpion,2779
Jay and Silent Bob Strike Back,2294
Ghosts of Mars,10016
Summer Catch,26602
An American Rhapsody,37920
Happy Accidents,22230
Lisa Picard Is Famous,206412
Maybe Baby,13966
Together,742
Punks,248757
Tortilla Soup,15104
Jeepers Creepers,8922
